school_name,school_id,province,year,type_name,batch_name,enrollment_type,min_score,min_rank,avg_score,max_score,f985,f211,nature,special_group
华南农业大学,287,广东,2023,物理类,本科批,普通类,576,46473,,,False,False,公办,98311
华南农业大学,287,湖北,2023,物理类,本科批,中外合作办学,575,31699,,,False,False,公办,91835
华南农业大学,287,福建,2023,物理类,本科批,普通类,575,19335,,,False,False,公办,118473
华南农业大学,287,湖南,2023,物理类,本科批,普通类,574,27123,,,False,False,公办,103397
华南农业大学,287,湖南,2023,物理类,本科批,普通类,572,28195,,,False,False,公办,103396
华南农业大学,287,河南,2023,理科,本科一批,普通类,571,46132,,,False,False,公办,0
华南农业大学,287,福建,2023,物理类,本科批,普通类,570,21165,,,False,False,公办,118471
华南农业大学,287,广东,2023,历史类,本科批,普通类,569,9391,,,False,False,公办,96266
华南农业大学,287,江西,2023,理科,本科一批,普通类,566,22302,,,False,False,公办,0
华南农业大学,287,山东,2023,综合,普通类一段,普通类,565,54631,,,False,False,公办,0
华南农业大学,287,广东,2023,历史类,本科批,中外合作办学,564,10839,,,False,False,公办,96269
华南农业大学,287,广东,2023,历史类,本科批,普通类,564,10816,,,False,False,公办,96268
华南农业大学,287,广东,2023,物理类,本科批,普通类,563,59460,,,False,False,公办,98303
华南农业大学,287,福建,2023,物理类,本科批,普通类,562,24264,,,False,False,公办,118472
华南农业大学,287,山东,2023,综合,普通类一段,中外合作办学,561,59646,,,False,False,公办,0
华南农业大学,287,广东,2023,物理类,本科批,中外合作办学,558,65952,,,False,False,公办,98313
华南农业大学,287,河北,2023,物理类,本科批,普通类,557,42431,,,False,False,公办,0
华南农业大学,287,安徽,2023,理科,本科一批,普通类,554,39387,,,False,False,公办,0
华南农业大学,287,湖南,2023,物理类,本科批,中外合作办学或国际项目,551,40885,,,False,False,公办,103395
华南农业大学,287,广东,2023,物理类,本科批,中外合作办学,551,73711,,,False,False,公办,98314
华南农业大学,287,广东,2023,物理类,本科批,国际班,550,74516,,,False,False,公办,98312
华南农业大学,287,广东,2023,历史类,本科批,普通类,550,15345,,,False,False,公办,96267
华南农业大学,287,福建,2023,物理类,本科批,中外合作办学,547,30694,,,False,False,公办,118470
华南农业大学,287,福建,2023,物理类,本科批,中外合作办学,544,32023,,,False,False,公办,118469
华南农业大学,287,湖南,2023,物理类,本科批,中外合作办学或国际项目,542,46990,,,False,False,公办,103394
华南农业大学,287,广东,2023,物理类,本科批,地方专项计划,541,86008,,,False,False,公办,98316
华南农业大学,287,广东,2023,物理类,本科批,地方专项计划,540,86683,,,False,False,公办,98315
华南农业大学,287,云南,2023,理科,本科一批,普通类,539,22018,,577,False,False,公办,0
华南农业大学,287,河北,2023,物理类,本科提前批B段,国家专项计划,534,62613,,,False,False,公办,0
华南农业大学,287,广西,2023,理科,本科一批,普通类,533,21553,,,False,False,公办,0
华南农业大学,287,山西,2023,理科,本科一批A段,普通类,532,21143,,,False,False,公办,0
华南农业大学,287,辽宁,2023,物理类,本科批,普通类,527,33231,,,False,False,公办,0
华南农业大学,287,重庆,2023,物理类,本科批,普通类,525,29493,,,False,False,公办,0
华南农业大学,287,河北,2023,物理类,本科批,中外合作办学,521,75935,,,False,False,公办,0
华南农业大学,287,广东,2023,历史类,本科批,国际班,521,27649,,,False,False,公办,96270
华南农业大学,287,上海,2023,综合,本科批,普通类,520,14672,,,False,False,公办,106687
华南农业大学,287,贵州,2023,理科,本科一批,普通类,509,26053,,555,False,False,公办,0
华南农业大学,287,山西,2023,理科,本科一批A1段,中外合作办学,508,30280,,,False,False,公办,0
华南农业大学,287,内蒙古,2023,理科,本科一批,普通类,503,13146,,514,False,False,公办,0
华南农业大学,287,吉林,2023,理科,本科一批A段,普通类,489,15090,,495,False,False,公办,0
华南农业大学,287,甘肃,2023,理科,本科一批I段,普通类,480,18025,,,False,False,公办,0
华南农业大学,287,内蒙古,2023,文科,本科一批B段,普通类,464,7292,,509,False,False,公办,0
华南农业大学,287,黑龙江,2023,理科,本科一批A段,普通类,457,24489,,,False,False,公办,0
华南农业大学,287,内蒙古,2023,理科,本科一批B段,普通类,447,25578,,486,False,False,公办,0
华南农业大学,287,新疆,2023,理科,本科一批,普通类,436,12160,451,480,False,False,公办,0
华南农业大学,287,青海,2023,理科,本科一段,普通类,368,10064,,427,False,False,公办,0
华南农业大学,287,海南,2024,综合,本科批,普通类,648,5279,,,False,False,公办,205096
华南农业大学,287,福建,2024,物理类,本科批,普通类,606,13703,,,False,False,公办,176941
华南农业大学,287,福建,2024,物理类,本科批,普通类,595,17945,,,False,False,公办,176942
华南农业大学,287,湖北,2024,物理类,本科批,普通类,590,22473,,,False,False,公办,173115
华南农业大学,287,福建,2024,物理类,本科批,普通类,589,20468,,,False,False,公办,176943
华南农业大学,287,江苏,2024,物理类,本科批,普通类,589,39949,,,False,False,公办,180116
华南农业大学,287,江苏,2024,物理类,本科批,普通类,589,39949,,,False,False,公办,180938
华南农业大学,287,广东,2024,物理类,本科批,普通类,586,32008,,,False,False,公办,152032
华南农业大学,287,安徽,2024,物理类,本科批,普通类,585,34780,,,False,False,公办,186982
华南农业大学,287,广东,2024,物理类,本科批,普通类,585,33470,,,False,False,公办,152230
华南农业大学,287,江苏,2024,物理类,本科批,普通类,584,44461,,,False,False,公办,181893
华南农业大学,287,湖南,2024,物理类,本科批,普通类,583,21515,,,False,False,公办,194433
华南农业大学,287,湖北,2024,物理类,本科批,普通类,581,27591,,,False,False,公办,172181
华南农业大学,287,江西,2024,物理类,本科批,普通类,581,19059,,,False,False,公办,166594
华南农业大学,287,广东,2024,物理类,本科批,普通类,580,37202,,,False,False,公办,152210
华南农业大学,287,天津,2024,综合,本科批A段,普通类,578,17326,,,False,False,公办,148129
华南农业大学,287,安徽,2024,物理类,本科批,普通类,577,40912,,,False,False,公办,186981
华南农业大学,287,广西,2024,物理类,本科批,普通类,575,15077,,,False,False,公办,200678
华南农业大学,287,广东,2024,物理类,本科批,普通类,575,42112,,,False,False,公办,152011
华南农业大学,287,广东,2024,物理类,本科批,普通类,574,43607,,,False,False,公办,152276
华南农业大学,287,湖北,2024,物理类,本科批,普通类,573,32613,,,False,False,公办,171407
华南农业大学,287,广东,2024,物理类,本科批,普通类,571,46082,,,False,False,公办,152248
华南农业大学,287,广东,2024,物理类,本科批,普通类,569,48091,,,False,False,公办,152172
华南农业大学,287,广东,2024,物理类,本科批,普通类,569,48709,,,False,False,公办,152599
华南农业大学,287,广东,2024,物理类,本科提前批,"非军检,面试",568,49769,,,False,False,公办,156553
华南农业大学,287,北京,2024,综合,本科批,普通类,568,17101,,,False,False,公办,174683
华南农业大学,287,江西,2024,物理类,本科批,普通类,568,26406,,,False,False,公办,164776
华南农业大学,287,福建,2024,物理类,本科批,中外合作,567,31164,,,False,False,公办,176940
华南农业大学,287,广东,2024,历史类,本科批,普通类,567,9437,,,False,False,公办,156215
华南农业大学,287,广东,2024,物理类,本科批,普通类,567,50393,,,False,False,公办,152191
华南农业大学,287,广东,2024,物理类,本科批,普通类,566,51573,,,False,False,公办,152150
华南农业大学,287,广东,2024,物理类,本科批,普通类,566,51438,,,False,False,公办,152521
华南农业大学,287,广东,2024,物理类,本科批,普通类,565,52605,,,False,False,公办,152021
华南农业大学,287,广东,2024,物理类,本科批,普通类,564,53739,,,False,False,公办,152350
华南农业大学,287,广东,2024,物理类,本科批,普通类,564,54095,,,False,False,公办,152393
华南农业大学,287,广东,2024,历史类,本科批,普通类,563,10300,,,False,False,公办,153162
华南农业大学,287,广东,2024,物理类,本科批,普通类,563,54535,,,False,False,公办,152000
华南农业大学,287,广东,2024,物理类,本科批,普通类,562,56126,,,False,False,公办,152130
华南农业大学,287,广东,2024,物理类,本科批,普通类,561,57338,,,False,False,公办,152314
华南农业大学,287,湖南,2024,物理类,本科批,普通类,560,34533,,,False,False,公办,193543
华南农业大学,287,浙江,2024,综合,平行录取二段,普通类,559,99961,,,False,False,公办,0
华南农业大学,287,重庆,2024,物理类,本科批,普通类,559,29235,,,False,False,公办,0
华南农业大学,287,广西,2024,物理类,本科批,普通类,558,22084,,,False,False,公办,199998
华南农业大学,287,浙江,2024,综合,平行录取一段,中外合作办学,557,102442,,,False,False,公办,0
华南农业大学,287,广东,2024,历史类,本科批,普通类,557,12206,,,False,False,公办,155307
华南农业大学,287,河北,2024,物理类,本科批,普通类,553,52953,,,False,False,公办,0
华南农业大学,287,广东,2024,历史类,本科批,普通类,551,14390,,,False,False,公办,152811
华南农业大学,287,广东,2024,历史类,本科批,普通类,551,14376,,,False,False,公办,154508
华南农业大学,287,湖南,2024,物理类,本科批,国家专项计划,551,40582,,,False,False,公办,190174
华南农业大学,287,河南,2024,理科,本科一批,普通类,548,75686,,,False,False,公办,0
华南农业大学,287,广东,2024,历史类,本科批,普通类,547,15720,,,False,False,公办,152959
华南农业大学,287,广东,2024,历史类,本科批,普通类,546,15923,,,False,False,公办,153471
华南农业大学,287,湖南,2024,物理类,本科批,中外合作办学或国际项目,546,44249,,,False,False,公办,190601
华南农业大学,287,辽宁,2024,物理类,本科批,普通类,544,33873,,,False,False,公办,0
华南农业大学,287,广东,2024,物理类,本科批,国际班,544,78822,,,False,False,公办,151936
华南农业大学,287,浙江,2024,综合,平行录取一段,普通类,542,119965,,,False,False,公办,0
华南农业大学,287,河北,2024,物理类,本科提前批B段,国家专项计划,542,65074,,,False,False,公办,0
华南农业大学,287,广东,2024,物理类,本科批,中外合作办学,542,80535,,,False,False,公办,151926
华南农业大学,287,甘肃,2024,物理类,本科批C段,普通类,541,18463,,,False,False,公办,140624
华南农业大学,287,山东,2024,综合,普通类一段,普通类,541,90129,,,False,False,公办,0
华南农业大学,287,四川,2024,理科,本科一批,普通类,539,83354,,,False,False,公办,0
华南农业大学,287,河北,2024,物理类,本科批,中外合作办学,537,70986,,,False,False,公办,0
华南农业大学,287,山西,2024,理科,本科一批A段,普通类,537,28892,,,False,False,公办,0
华南农业大学,287,广东,2024,物理类,本科批,国际班,537,88276,,,False,False,公办,151931
华南农业大学,287,山东,2024,综合,普通类一段,中外合作办学,534,103078,,,False,False,公办,0
华南农业大学,287,广东,2024,物理类,本科批,地方专项,529,100360,,,False,False,公办,151891
华南农业大学,287,甘肃,2024,物理类,本科批C段,国家专项计划,525,23564,,,False,False,公办,141379
华南农业大学,287,贵州,2024,物理类,本科批,普通类,524,37265,,,False,False,公办,0
华南农业大学,287,云南,2024,理科,本科一批,普通类,523,37518,,588,False,False,公办,0
华南农业大学,287,吉林,2024,物理类,本科批,普通类,520,21422,,,False,False,公办,144123
华南农业大学,287,黑龙江,2024,物理类,本科批,普通类,513,30452,,,False,False,公办,160565
华南农业大学,287,广东,2024,历史类,本科批,国际班,512,31824,,,False,False,公办,152691
华南农业大学,287,内蒙古,2024,理科,本科一批,普通类,509,19408,,528,False,False,公办,0
华南农业大学,287,黑龙江,2024,历史类,本科批,普通类,504,8711,,,False,False,公办,161824
华南农业大学,287,上海,2024,综合,本科批,普通类,504,18539,,,False,False,公办,149310
华南农业大学,287,海南,2024,综合,本科批,普通类,483,41779,,,False,False,公办,204334
华南农业大学,287,内蒙古,2024,文科,本科一批B段,普通类,467,8345,,,False,False,公办,0
华南农业大学,287,内蒙古,2024,理科,本科一批B段,普通类,454,33578,,,False,False,公办,0
华南农业大学,287,新疆,2024,理科,国家及地方专项、南疆单列、对口援疆计划本科一批次,南疆单列,431,12106,,431,False,False,公办,0
华南农业大学,287,新疆,2024,理科,本科一批,普通类,431,12106,,476,False,False,公办,0
华南农业大学,287,青海,2024,理科,本科一段,普通类,418,7365,,440,False,False,公办,0
华南农业大学,287,海南,2025,综合,本科批,普通类,648,5356,,,False,False,公办,525270
华南农业大学,287,海南,2025,综合,本科批,普通类,644,5768,,,False,False,公办,525265
华南农业大学,287,河南,2025,物理类,本科批,普通类,599,47010,,,False,False,公办,500487
华南农业大学,287,河南,2025,物理类,本科批,普通类,594,52849,,,False,False,公办,500479
华南农业大学,287,河南,2025,物理类,本科批,普通类,593,54059,,,False,False,公办,500504
华南农业大学,287,广东,2025,物理类,本科批,普通类,593,32245,,,False,False,公办,610811
华南农业大学,287,江苏,2025,物理类,本科批,普通类,590,44618,,,False,False,公办,548645
华南农业大学,287,江苏,2025,物理类,本科批,普通类,590,44618,,,False,False,公办,548632
华南农业大学,287,广东,2025,物理类,本科批,普通类,589,35806,,,False,False,公办,610775
华南农业大学,287,江苏,2025,物理类,本科批,普通类,588,46626,,,False,False,公办,548623
华南农业大学,287,海南,2025,综合,本科批,普通类,587,14726,,,False,False,公办,525279
华南农业大学,287,安徽,2025,物理类,本科批,普通类,586,36732,,,False,False,公办,554895
华南农业大学,287,广东,2025,物理类,本科批,普通类,586,38309,,,False,False,公办,610777
华南农业大学,287,广东,2025,历史类,本科批,普通类,586,9104,,,False,False,公办,610672
华南农业大学,287,天津,2025,综合,本科批A段,普通类,583,17050,,,False,False,公办,528732
华南农业大学,287,广东,2025,物理类,本科批,普通类,583,41496,,,False,False,公办,610764
华南农业大学,287,广东,2025,历史类,本科批,普通类,581,10583,,,False,False,公办,610711
华南农业大学,287,安徽,2025,物理类,本科批,普通类,580,41167,,,False,False,公办,554911
华南农业大学,287,广东,2025,物理类,本科批,普通类,577,47222,,,False,False,公办,610768
华南农业大学,287,广东,2025,历史类,本科批,普通类,577,12020,,,False,False,公办,610677
华南农业大学,287,湖北,2025,物理类,本科批,普通类,576,26551,,,False,False,公办,575292
华南农业大学,287,广东,2025,物理类,本科批,普通类,575,49648,,,False,False,公办,610784
华南农业大学,287,广东,2025,物理类,本科批,普通类,574,50998,,,False,False,公办,610779
华南农业大学,287,广东,2025,物理类,本科批,普通类,573,51860,,,False,False,公办,610788
华南农业大学,287,广东,2025,历史类,本科批,普通类,573,13703,,,False,False,公办,610685
华南农业大学,287,湖北,2025,物理类,本科批,普通类,572,28957,,,False,False,公办,575308
华南农业大学,287,广东,2025,物理类,本科提前批,非军检、面试,572,52688,,,False,False,公办,610667
华南农业大学,287,广东,2025,物理类,本科批,普通类,572,52750,,,False,False,公办,610820
华南农业大学,287,广东,2025,物理类,本科批,普通类,571,53856,,,False,False,公办,610814
华南农业大学,287,浙江,2025,综合,普通类一段,普通类,570,87776,,,False,False,公办,0
华南农业大学,287,福建,2025,物理类,本科批,普通类,570,24825,,,False,False,公办,562509
华南农业大学,287,湖南,2025,物理类,本科批,普通类,570,31452,,,False,False,公办,582669
华南农业大学,287,广东,2025,物理类,本科批,普通类,570,54979,,,False,False,公办,610824
华南农业大学,287,广东,2025,物理类,本科批,普通类,569,55825,,,False,False,公办,610791
华南农业大学,287,浙江,2025,综合,普通类一段,中外合作办学,568,89475,,,False,False,公办,0
华南农业大学,287,广东,2025,历史类,本科批,普通类,568,15683,,,False,False,公办,610702
华南农业大学,287,江西,2025,物理类,本科批,普通类,568,22823,,,False,False,公办,567534
华南农业大学,287,山西,2025,物理类,本科批,普通类,567,21967,,,False,False,公办,532434
华南农业大学,287,福建,2025,物理类,本科批,普通类,567,26218,,,False,False,公办,562517
华南农业大学,287,北京,2025,综合,本科批,普通类,567,19705,,,False,False,公办,477094
华南农业大学,287,广东,2025,物理类,本科批,普通类,567,59001,,,False,False,公办,610744
华南农业大学,287,广东,2025,历史类,本科批,普通类,567,15903,,,False,False,公办,610717
华南农业大学,287,四川,2025,物理类,本科批B段,普通类,566,49593,,,False,False,公办,491580
华南农业大学,287,湖北,2025,物理类,本科批,普通类,566,32837,,,False,False,公办,575303
华南农业大学,287,广东,2025,物理类,本科批,普通类,566,60375,,,False,False,公办,610761
华南农业大学,287,广东,2025,物理类,本科批,普通类,566,59846,,,False,False,公办,610755
华南农业大学,287,广东,2025,物理类,本科批,普通类,566,59597,,,False,False,公办,610737
华南农业大学,287,广东,2025,物理类,本科批,普通类,565,61613,,,False,False,公办,610750
华南农业大学,287,河北,2025,物理类,本科批,普通类,563,63946,,,False,False,公办,0
华南农业大学,287,湖南,2025,物理类,本科批,普通类,563,35850,,,False,False,公办,582659
华南农业大学,287,湖南,2025,物理类,本科批,普通类,563,35850,,,False,False,公办,582656
华南农业大学,287,广东,2025,历史类,本科批,普通类,562,18085,,,False,False,公办,610727
华南农业大学,287,内蒙古,2025,物理类,本科批,普通类,561,13809,,578,False,False,公办,540018
华南农业大学,287,四川,2025,物理类,本科批B段,普通类,560,55395,,,False,False,公办,491564
华南农业大学,287,陕西,2025,物理类,本科批,普通类,559,24395,,,False,False,公办,520012
华南农业大学,287,江西,2025,物理类,本科批,普通类,557,30180,,,False,False,公办,567550
华南农业大学,287,辽宁,2025,物理类,本科批,普通类,556,30118,,,False,False,公办,0
华南农业大学,287,福建,2025,物理类,本科批,普通类,556,31880,,,False,False,公办,562500
华南农业大学,287,河北,2025,物理类,本科提前批B段,国家专项计划,555,74291,,,False,False,公办,0
华南农业大学,287,湖南,2025,物理类,本科批,国家专项计划,554,42079,,,False,False,公办,582707
华南农业大学,287,云南,2025,物理类,本科批B段,普通类,552,30166,,,False,False,公办,510010
华南农业大学,287,广西,2025,物理类,本科批,普通类,552,23955,,,False,False,公办,591547
华南农业大学,287,山东,2025,综合,普通类一段,普通类,551,81231,,,False,False,公办,0
华南农业大学,287,广西,2025,物理类,本科批,普通类,551,24488,,,False,False,公办,591540
华南农业大学,287,河北,2025,物理类,本科批,中外合作办学,548,83898,,,False,False,公办,0
华南农业大学,287,福建,2025,物理类,本科批,中外合作办学,546,37396,,,False,False,公办,562490
华南农业大学,287,云南,2025,物理类,本科批B段,普通类,544,34605,,,False,False,公办,509993
华南农业大学,287,广东,2025,物理类,本科批,国际班,544,89623,,,False,False,公办,610835
华南农业大学,287,山西,2025,物理类,本科批,普通类,543,33493,,,False,False,公办,532422
华南农业大学,287,广东,2025,物理类,本科批,中外合作办学,543,91803,,,False,False,公办,610840
华南农业大学,287,广东,2025,物理类,本科批,国际班,537,99957,,,False,False,公办,610838
华南农业大学,287,湖北,2025,物理类,本科批,中外合作办学,534,57289,,,False,False,公办,575316
华南农业大学,287,广东,2025,物理类,本科批,地方专项,534,105326,,,False,False,公办,610853
华南农业大学,287,内蒙古,2025,历史类,本科批,普通类,533,6310,,578,False,False,公办,540003
华南农业大学,287,山东,2025,综合,普通类一段,中外合作办学,531,117689,,,False,False,公办,0
华南农业大学,287,吉林,2025,物理类,本科批,普通类,530,18770,,555,False,False,公办,479456
华南农业大学,287,广东,2025,历史类,本科批,国际班,529,36448,,,False,False,公办,610731
华南农业大学,287,重庆,2025,物理类,本科批,普通类,528,44745,,,False,False,公办,0
华南农业大学,287,贵州,2025,物理类,本科批,普通类,527,35131,,,False,False,公办,0
华南农业大学,287,上海,2025,综合,本科批,普通类,522,18065,,,False,False,公办,546050
华南农业大学,287,甘肃,2025,物理类,本科批C段,国家专项计划,515,22853,,,False,False,公办,599223
华南农业大学,287,黑龙江,2025,物理类,本科批,普通类,508,29482,,,False,False,公办,262981
华南农业大学,287,内蒙古,2025,物理类,本科批,普通类,504,28645,,572,False,False,公办,540013
华南农业大学,287,新疆,2025,理科,本科一批,普通类,470,11700,483,514,False,False,公办,0
华南农业大学,287,青海,2025,物理类,本科批,普通类,449,7234,,,False,False,公办,0
华南农业大学,287,湖南,2025,物理类,本科批,中外合作办学或国际项目,447,157600,,,False,False,公办,582703
华南农业大学,287,新疆,2025,理科,国家及地方专项、南疆单列、对口援疆计划本科一批次,南疆单列,444,15087,459,475,False,False,公办,0
华南农业大学,287,甘肃,2025,物理类,本科批C段,普通类,393,84382,,,False,False,公办,599220
华南农业大学珠江学院,2057,海南,2023,综合,本科批,普通类,498,35874,,,False,False,民办,122536
华南农业大学珠江学院,2057,天津,2023,综合,本科批B段,普通类,495,38604,,,False,False,民办,130490
华南农业大学珠江学院,2057,天津,2023,综合,本科批B段,普通类,489,40185,,,False,False,民办,129869
华南农业大学珠江学院,2057,海南,2023,综合,本科批,普通类,488,38472,,,False,False,民办,122535
华南农业大学珠江学院,2057,云南,2023,文科,本科二批及预科,普通类,472,41170,,482,False,False,民办,0
华南农业大学珠江学院,2057,广东,2023,物理类,本科批,普通类,469,188464,,,False,False,民办,99435
华南农业大学珠江学院,2057,河南,2023,文科,本科二批,普通类,469,94646,,,False,False,民办,0
华南农业大学珠江学院,2057,湖南,2023,物理类,本科批,普通类,460,120948,,,False,False,民办,103227
华南农业大学珠江学院,2057,江苏,2023,物理类,本科批,普通类,460,164240,,,False,False,民办,112228
华南农业大学珠江学院,2057,广东,2023,历史类,本科批,普通类,453,76505,,,False,False,民办,96893
华南农业大学珠江学院,2057,湖南,2023,历史类,本科批,普通类,446,46324,,,False,False,民办,103228
华南农业大学珠江学院,2057,河北,2023,物理类,本科批,普通类,439,183522,,,False,False,民办,0
华南农业大学珠江学院,2057,河北,2023,历史类,本科批,普通类,434,67682,,,False,False,民办,0
华南农业大学珠江学院,2057,河南,2023,理科,本科二批,普通类,420,300076,,,False,False,民办,0
华南农业大学珠江学院,2057,云南,2023,理科,本科二批及预科,普通类,413,96782,,421,False,False,民办,0
华南农业大学珠江学院,2057,吉林,2023,文科,本科二批A段,普通类,397,14368,,397,False,False,民办,0
华南农业大学珠江学院,2057,山西,2023,文科,本科二批C段,普通类,396,,,,False,False,民办,0
华南农业大学珠江学院,2057,山西,2023,理科,本科二批C段,普通类,361,,,,False,False,民办,0
华南农业大学珠江学院,2057,浙江,2024,综合,平行录取二段,普通类,580,76186,,,False,False,民办,0
华南农业大学珠江学院,2057,浙江,2024,综合,平行录取一段,普通类,524,141950,,,False,False,民办,0
华南农业大学珠江学院,2057,海南,2024,综合,本科批,普通类,518,31962,,,False,False,民办,203370
华南农业大学珠江学院,2057,海南,2024,综合,本科批,普通类,502,36510,,,False,False,民办,203291
华南农业大学珠江学院,2057,海南,2024,综合,本科批,普通类,498,37632,,,False,False,民办,203252
华南农业大学珠江学院,2057,云南,2024,文科,本科二批及预科,普通类,494,37993,,501,False,False,民办,0
华南农业大学珠江学院,2057,天津,2024,综合,本科批B段,普通类,484,43109,,,False,False,民办,147694
华南农业大学珠江学院,2057,江苏,2024,历史类,本科批,普通类,478,50966,,,False,False,民办,181496
华南农业大学珠江学院,2057,江苏,2024,物理类,本科批,普通类,478,171387,,,False,False,民办,180591
华南农业大学珠江学院,2057,广东,2024,物理类,本科批,普通类,472,199117,,,False,False,民办,152412
华南农业大学珠江学院,2057,广东,2024,物理类,本科批,普通类,471,200726,,,False,False,民办,152196
华南农业大学珠江学院,2057,河北,2024,历史类,本科批,普通类,470,53546,,,False,False,民办,0
华南农业大学珠江学院,2057,河北,2024,物理类,本科批,普通类,463,183024,,,False,False,民办,0
华南农业大学珠江学院,2057,江苏,2024,物理类,本科批,普通类,463,186998,,,False,False,民办,179852
华南农业大学珠江学院,2057,湖南,2024,物理类,本科批,普通类,452,150579,,,False,False,民办,193513
华南农业大学珠江学院,2057,湖南,2024,历史类,本科批,普通类,452,47905,,,False,False,民办,194380
华南农业大学珠江学院,2057,云南,2024,理科,本科二批及预科,普通类,449,84800,,454,False,False,民办,0
华南农业大学珠江学院,2057,重庆,2024,历史类,本科批,国际班,441,28987,,,False,False,民办,0
华南农业大学珠江学院,2057,广东,2024,历史类,本科批,普通类,441,83743,,,False,False,民办,152555
华南农业大学珠江学院,2057,北京,2024,综合,本科批,普通类,434,44923,,,False,False,民办,174665
华南农业大学珠江学院,2057,重庆,2024,物理类,本科批,国际班,432,95321,,,False,False,民办,0
华南农业大学珠江学院,2057,甘肃,2024,历史类,本科批C段,普通类,430,21726,,,False,False,民办,141365
华南农业大学珠江学院,2057,河南,2024,文科,本科二批,普通类,428,97632,,,False,False,民办,0
华南农业大学珠江学院,2057,广东,2024,历史类,本科批,普通类,428,96151,,,False,False,民办,152638
华南农业大学珠江学院,2057,山西,2024,文科,本科二批C段,普通类,423,,,,False,False,民办,0
华南农业大学珠江学院,2057,陕西,2024,理科,本科二批,普通类,413,105421,,,False,False,民办,0
华南农业大学珠江学院,2057,陕西,2024,文科,本科二批,普通类,412,41820,,,False,False,民办,0
华南农业大学珠江学院,2057,甘肃,2024,物理类,本科批C段,普通类,404,76400,,,False,False,民办,140609
华南农业大学珠江学院,2057,河南,2024,理科,本科二批,普通类,398,326147,,,False,False,民办,0
华南农业大学珠江学院,2057,山西,2024,理科,本科二批C段,普通类,390,,,,False,False,民办,0
华南农业大学珠江学院,2057,浙江,2025,综合,普通类二段,普通类,526,141734,,,False,False,民办,0
华南农业大学珠江学院,2057,浙江,2025,综合,普通类一段,普通类,524,144213,,,False,False,民办,0
华南农业大学珠江学院,2057,海南,2025,综合,本科批,普通类,491,40093,,,False,False,民办,527273
华南农业大学珠江学院,2057,河北,2025,历史类,本科批,普通类,489,56862,,,False,False,民办,0
华南农业大学珠江学院,2057,江苏,2025,历史类,本科批,普通类,482,56398,,,False,False,民办,551748
华南农业大学珠江学院,2057,海南,2025,综合,本科批,普通类,481,42847,,,False,False,民办,527276
华南农业大学珠江学院,2057,海南,2025,综合,本科批,普通类,480,43089,,,False,False,民办,527279
华南农业大学珠江学院,2057,天津,2025,综合,本科批B段,普通类,479,46331,,,False,False,民办,530236
华南农业大学珠江学院,2057,河北,2025,历史类,本科批,国际班,478,64257,,,False,False,民办,0
华南农业大学珠江学院,2057,河南,2025,历史类,本科批,普通类,476,85097,,,False,False,民办,505941
华南农业大学珠江学院,2057,河南,2025,历史类,本科批,普通类,475,86143,,,False,False,民办,505920
华南农业大学珠江学院,2057,广东,2025,物理类,本科批,普通类,475,209193,,,False,False,民办,615845
华南农业大学珠江学院,2057,广东,2025,物理类,本科批,普通类,472,215973,,,False,False,民办,615843
华南农业大学珠江学院,2057,广东,2025,物理类,本科批,普通类,467,225026,,,False,False,民办,615835
华南农业大学珠江学院,2057,广东,2025,历史类,本科批,普通类,464,91633,,,False,False,民办,615842
华南农业大学珠江学院,2057,广东,2025,历史类,本科批,普通类,464,91648,,,False,False,民办,615823
华南农业大学珠江学院,2057,广东,2025,历史类,本科批,普通类,464,90806,,,False,False,民办,615818
华南农业大学珠江学院,2057,广东,2025,物理类,本科批,普通类,462,232650,,,False,False,民办,615832
华南农业大学珠江学院,2057,河南,2025,物理类,本科批,普通类,459,289487,,,False,False,民办,505937
华南农业大学珠江学院,2057,河北,2025,物理类,本科批,普通类,459,224230,,,False,False,民办,0
华南农业大学珠江学院,2057,山西,2025,历史类,本科批,普通类,454,33041,,,False,False,民办,536751
华南农业大学珠江学院,2057,河南,2025,物理类,本科批,普通类,441,323149,,,False,False,民办,505942
华南农业大学珠江学院,2057,重庆,2025,历史类,本科批,国际班,441,34367,,,False,False,民办,0
华南农业大学珠江学院,2057,广东,2025,物理类,本科批,普通类,438,273131,,,False,False,民办,615831
华南农业大学珠江学院,2057,河南,2025,物理类,本科批,普通类,433,337675,,,False,False,民办,505914
华南农业大学珠江学院,2057,北京,2025,综合,本科批,普通类,430,53994,,,False,False,民办,478092
华南农业大学珠江学院,2057,河南,2025,物理类,本科批,普通类,428,346607,,,False,False,民办,505940
华南农业大学珠江学院,2057,山西,2025,物理类,本科批,普通类,428,114607,,,False,False,民办,536759
华南农业大学珠江学院,2057,重庆,2025,物理类,本科批,普通类,425,103219,,,False,False,民办,0
华南农业大学珠江学院,2057,湖南,2025,物理类,本科批,普通类,421,191837,,,False,False,民办,588195
华南农业大学珠江学院,2057,甘肃,2025,历史类,本科批C段,普通类,418,23946,,,False,False,民办,603450
华南农业大学珠江学院,2057,陕西,2025,物理类,本科批,国际班,413,116780,,,False,False,民办,522998
华南农业大学珠江学院,2057,甘肃,2025,物理类,本科批C段,普通类,409,75531,,,False,False,民办,603453
华南农业大学珠江学院,2057,陕西,2025,历史类,本科批,国际班,399,47030,,,False,False,民办,522995
